f1_slpm,f1_str_acc,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_slpm,f2_str_acc,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,height_diff,weight_diff,age_diff,slpm_ratio,str_acc_ratio,str_def_ratio,td_avg_ratio,td_acc_ratio,td_def_ratio,sub_avg_ratio,reach_advantage,height_advantage,weight_advantage,age_advantage,f1_striking_score,f2_striking_score,f1_grappling_score,f2_grappling_score,striking_score_diff,grappling_score_diff,reach_x_height,weight_x_reach,age_x_reach,reach_diff_squared,age_diff_squared,weight_diff_squared,striker_vs_grappler,f1_strike_grapple_ratio,f2_strike_grapple_ratio,strike_grapple_ratio_diff,f1_stance_,f1_stance_Orthodox,f1_stance_Southpaw,f1_stance_Switch,f1_stance_nan,f2_stance_,f2_stance_Orthodox,f2_stance_Southpaw,f2_stance_Switch,f2_stance_nan,label
6.36,0.45,0.63,0.34,0.2,0.86,0.0,5.52,0.49,0.68,0.0,0.0,0.86,0.0,4.0,2.0,0,-10.0,1.1521739130434785,0.9183673469387755,0.926470588235294,3.4,2.0,1.0,0.0,1,0,0,1,1.80306,1.8392639999999998,0.058480000000000004,0.0,-0.03620399999999968,0.058480000000000004,8.0,0.0,-40.0,16.0,100.0,0,0,11.37720848056537,18.392639999999997,-7.015431519434626,False,False,True,False,False,False,True,False,False,False,1
5.52,0.49,0.68,0.0,0.0,0.86,0.0,6.36,0.45,0.63,0.34,0.2,0.86,0.0,-4.0,-2.0,0,10.0,0.8679245283018867,1.0888888888888888,1.0793650793650795,0.0,0.0,1.0,0.0,0,0,0,0,1.8392639999999998,1.80306,0.0,0.058480000000000004,0.03620399999999968,-0.058480000000000004,8.0,-0.0,-40.0,16.0,100.0,0,0,18.392639999999997,11.37720848056537,7.015431519434626,False,True,False,False,False,False,False,True,False,False,0
6.36,0.45,0.63,0.34,0.2,0.86,0.0,6.4,0.52,0.62,1.22,0.39,0.74,0.3,1.0,0.0,0,-9.0,0.99375,0.8653846153846154,1.0161290322580645,0.27868852459016397,0.5128205128205129,1.162162162162162,0.0,0,0,0,1,1.80306,2.0633600000000003,0.058480000000000004,0.352092,-0.2603000000000002,-0.293612,0.0,0.0,-9.0,1.0,81.0,0,0,11.37720848056537,4.56402679100714,6.81318168955823,False,False,True,False,False,False,True,False,False,False,0
6.4,0.52,0.62,1.22,0.39,0.74,0.3,6.36,0.45,0.63,0.34,0.2,0.86,0.0,-1.0,0.0,0,9.0,1.0062893081761006,1.1555555555555557,0.9841269841269841,3.5882352941176467,1.95,0.8604651162790697,2.9999999999999996,0,0,0,0,2.0633600000000003,1.80306,0.352092,0.058480000000000004,0.2603000000000002,0.293612,-0.0,-0.0,-9.0,1.0,81.0,0,0,4.56402679100714,11.37720848056537,-6.81318168955823,False,True,False,False,False,False,False,True,False,False,1
6.36,0.45,0.63,0.34,0.2,0.86,0.0,5.03,0.48,0.51,0.73,0.34,0.78,0.3,-3.0,-2.0,0,-5.0,1.2644135188866799,0.9375000000000001,1.2352941176470589,0.4657534246575343,0.5882352941176471,1.1025641025641024,0.0,0,0,0,1,1.80306,1.231344,0.058480000000000004,0.19359600000000002,0.5717160000000001,-0.135116,6.0,-0.0,15.0,9.0,25.0,0,0,11.37720848056537,4.1940080927533065,7.183200387812064,False,False,True,False,False,False,False,False,True,False,0
5.03,0.48,0.51,0.73,0.34,0.78,0.3,6.36,0.45,0.63,0.34,0.2,0.86,0.0,3.0,2.0,0,5.0,0.7908805031446541,1.0666666666666667,0.8095238095238095,2.1470588235294117,1.7,0.9069767441860466,2.9999999999999996,1,0,0,0,1.231344,1.80306,0.19359600000000002,0.058480000000000004,-0.5717160000000001,0.135116,6.0,0.0,15.0,9.0,25.0,0,0,4.1940080927533065,11.37720848056537,-7.183200387812064,False,False,False,True,False,False,False,True,False,False,1
2.0,0.52,0.42,5.74,0.69,0.0,2.5,3.19,0.51,0.51,0.0,0.0,0.69,0.0,3.0,3.0,39,-2.0,0.6269592476489029,1.0196078431372548,0.8235294117647058,57.4,6.8999999999999995,0.0,25.0,1,1,1,0,0.4368,0.829719,0.0,0.0,-0.39291899999999996,0.0,9.0,117.0,-6.0,9.0,4.0,1521,0,4.368,8.297189999999999,-3.9291899999999984,False,True,False,False,False,False,True,False,False,False,1
3.19,0.51,0.51,0.0,0.0,0.69,0.0,2.0,0.52,0.42,5.74,0.69,0.0,2.5,-3.0,-3.0,-39,2.0,1.595,0.9807692307692307,1.2142857142857144,0.0,0.0,6.8999999999999995,0.0,0,0,0,0,0.829719,0.4368,0.0,0.0,0.39291899999999996,0.0,9.0,117.0,-6.0,9.0,4.0,1521,0,8.297189999999999,4.368,3.9291899999999984,False,True,False,False,False,False,True,False,False,False,0
6.36,0.45,0.63,0.34,0.2,0.86,0.0,4.52,0.41,0.52,0.63,0.16,0.58,0.1,2.0,2.0,0,-7.0,1.4070796460176993,1.0975609756097562,1.2115384615384615,0.5396825396825398,1.25,1.4827586206896552,0.0,0,0,0,1,1.80306,0.9636639999999999,0.058480000000000004,0.058463999999999995,0.8393960000000003,1.6000000000009063e-05,4.0,0.0,-14.0,4.0,49.0,0,0,11.37720848056537,6.081280290791598,5.295928189773772,False,False,True,False,False,False,False,True,False,False,0
4.52,0.41,0.52,0.63,0.16,0.58,0.1,6.36,0.45,0.63,0.34,0.2,0.86,0.0,-2.0,-2.0,0,7.0,0.7106918238993709,0.911111111111111,0.8253968253968255,1.852941176470588,0.7999999999999999,0.6744186046511628,1.0,0,0,0,0,0.9636639999999999,1.80306,0.058463999999999995,0.058480000000000004,-0.8393960000000003,-1.6000000000009063e-05,4.0,-0.0,-14.0,4.0,49.0,0,0,6.081280290791598,11.37720848056537,-5.295928189773772,False,False,True,False,False,False,False,True,False,False,1
6.36,0.45,0.63,0.34,0.2,0.86,0.0,3.43,0.43,0.53,0.34,0.5,0.7,0.8,3.0,2.0,0,-6.0,1.8542274052478134,1.0465116279069768,1.1886792452830188,1.0,0.4,1.2285714285714286,0.0,1,0,0,1,1.80306,0.7816970000000001,0.058480000000000004,0.119,1.021363,-0.06051999999999999,6.0,0.0,-18.0,9.0,36.0,0,0,11.37720848056537,3.5693926940639273,7.807815786501443,False,False,True,False,False,False,False,True,False,False,1
3.43,0.43,0.53,0.34,0.5,0.7,0.8,6.36,0.45,0.63,0.34,0.2,0.86,0.0,-3.0,-2.0,0,6.0,0.539308176100629,0.9555555555555555,0.8412698412698413,1.0,2.5,0.813953488372093,8.0,0,0,0,0,0.7816970000000001,1.80306,0.119,0.058480000000000004,-1.021363,0.06051999999999999,6.0,-0.0,-18.0,9.0,36.0,0,0,3.5693926940639273,11.37720848056537,-7.807815786501443,False,False,True,False,False,False,False,True,False,False,0
2.0,0.52,0.42,5.74,0.69,0.0,2.5,4.9,0.5,0.54,0.41,0.33,0.35,0.4,0.0,3.0,8,-6.0,0.4081632653061224,1.04,0.7777777777777777,14.000000000000002,2.090909090909091,0.0,6.25,0,1,1,1,0.4368,1.3230000000000002,0.0,0.047355,-0.8862000000000001,-0.047355,0.0,0.0,-0.0,0.0,36.0,64,0,4.368,8.978317668216214,-4.610317668216213,False,True,False,False,False,False,True,False,False,False,0
4.9,0.5,0.54,0.41,0.33,0.35,0.4,2.0,0.52,0.42,5.74,0.69,0.0,2.5,0.0,-3.0,-8,6.0,2.45,0.9615384615384615,1.2857142857142858,0.07142857142857142,0.47826086956521746,3.4999999999999996,0.16,0,0,0,0,1.3230000000000002,0.4368,0.047355,0.0,0.8862000000000001,0.047355,-0.0,-0.0,0.0,0.0,36.0,64,0,8.978317668216214,4.368,4.610317668216213,False,True,False,False,False,False,True,False,False,False,1
3.37,0.39,0.41,0.32,0.09,0.26,0.4,3.52,0.54,0.62,1.2,0.42,0.76,0.2,-7.0,-5.0,0,2.0,0.9573863636363636,0.7222222222222222,0.6612903225806451,0.26666666666666666,0.21428571428571427,0.34210526315789475,2.0,0,0,0,0,0.538863,1.178496,0.007488,0.38304,-0.639633,-0.375552,35.0,-0.0,-14.0,49.0,4.0,0,0,5.013238687109259,2.4397482610135803,2.5734904260956784,False,True,False,False,False,False,True,False,False,False,0
3.52,0.54,0.62,1.2,0.42,0.76,0.2,3.37,0.39,0.41,0.32,0.09,0.26,0.4,7.0,5.0,0,-2.0,1.0445103857566764,1.3846153846153846,1.5121951219512195,3.75,4.199999999999999,2.923076923076923,0.5,1,1,0,0,1.178496,0.538863,0.38304,0.007488,0.639633,0.375552,35.0,0.0,-14.0,49.0,4.0,0,0,2.4397482610135803,5.013238687109259,-2.5734904260956784,False,True,False,False,False,False,True,False,False,False,1
3.37,0.39,0.41,0.32,0.09,0.26,0.4,2.91,0.37,0.55,3.02,0.26,0.66,0.6,1.0,1.0,10,2.0,1.1580756013745703,1.0540540540540542,0.7454545454545454,0.10596026490066225,0.34615384615384615,0.3939393939393939,0.6666666666666667,0,0,1,0,0.538863,0.5921850000000001,0.007488,0.518232,-0.05332200000000009,-0.510744,1.0,10.0,2.0,1.0,4.0,100,0,5.013238687109259,0.957868567139844,4.055370119969415,False,True,False,False,False,False,True,False,False,False,0
2.91,0.37,0.55,3.02,0.26,0.66,0.6,3.37,0.39,0.41,0.32,0.09,0.26,0.4,-1.0,-1.0,-10,-2.0,0.8635014836795253,0.9487179487179487,1.3414634146341464,9.4375,2.6,2.5384615384615383,1.4999999999999998,0,0,0,0,0.5921850000000001,0.538863,0.518232,0.007488,0.05332200000000009,0.510744,1.0,10.0,2.0,1.0,4.0,100,0,0.957868567139844,5.013238687109259,-4.055370119969415,False,True,False,False,False,False,True,False,False,False,1
3.37,0.39,0.41,0.32,0.09,0.26,0.4,2.43,0.5,0.54,2.16,0.36,0.0,3.8,-9.0,-1.0,10,7.0,1.3868312757201646,0.78,0.7592592592592592,0.14814814814814814,0.25,2.6,0.10526315789473685,0,0,1,0,0.538863,0.6561000000000001,0.007488,0.0,-0.11723700000000015,0.007488,9.0,-90.0,-63.0,81.0,49.0,100,0,5.013238687109259,6.561000000000001,-1.5477613128907421,False,True,False,False,False,False,True,False,False,False,0
2.43,0.5,0.54,2.16,0.36,0.0,3.8,3.37,0.39,0.41,0.32,0.09,0.26,0.4,9.0,1.0,-10,-7.0,0.7210682492581603,1.282051282051282,1.3170731707317074,6.75,3.5999999999999996,0.0,9.499999999999998,1,0,0,1,0.6561000000000001,0.538863,0.0,0.007488,0.11723700000000015,-0.007488,9.0,-90.0,-63.0,81.0,49.0,100,0,6.561000000000001,5.013238687109259,1.5477613128907421,False,True,False,False,False,False,True,False,False,False,1
3.44,0.44,0.42,0.0,0.0,0.33,1.7,3.66,0.53,0.55,1.99,0.46,0.37,1.3,5.0,1.0,0,0.0,0.9398907103825136,0.830188679245283,0.7636363636363636,0.0,0.0,0.891891891891892,1.3076923076923077,1,0,0,0,0.635712,1.0668900000000001,0.0,0.338698,-0.43117800000000006,-0.338698,5.0,0.0,0.0,25.0,0.0,0,0,6.35712,2.4319463503366783,3.925173649663322,False,True,False,False,False,False,True,False,False,False,0
3.66,0.53,0.55,1.99,0.46,0.37,1.3,3.44,0.44,0.42,0.0,0.0,0.33,1.7,-5.0,-1.0,0,0.0,1.0639534883720931,1.2045454545454546,1.3095238095238098,19.9,4.6,1.121212121212121,0.7647058823529412,0,0,0,0,1.0668900000000001,0.635712,0.338698,0.0,0.43117800000000006,0.338698,5.0,-0.0,-0.0,25.0,0.0,0,0,2.4319463503366783,6.35712,-3.925173649663322,False,True,False,False,False,False,True,False,False,False,1
3.8,0.48,0.49,1.62,0.37,0.66,0.4,2.08,0.48,0.51,3.98,0.48,0.35,1.1,-3.0,1.0,0,-7.0,1.8269230769230769,1.0,0.9607843137254901,0.407035175879397,0.7708333333333334,1.885714285714286,0.36363636363636365,0,0,0,1,0.8937599999999999,0.509184,0.39560400000000007,0.6686399999999999,0.3845759999999999,-0.27303599999999983,-3.0,-0.0,21.0,9.0,49.0,0,0,1.8033752754215056,0.6624479600333056,1.1409273153882,False,True,False,False,False,False,False,True,False,False,1
2.08,0.48,0.51,3.98,0.48,0.35,1.1,3.8,0.48,0.49,1.62,0.37,0.66,0.4,3.0,-1.0,0,7.0,0.5473684210526316,1.0,1.0408163265306123,2.45679012345679,1.2972972972972974,0.5303030303030303,2.75,1,0,0,0,0.509184,0.8937599999999999,0.6686399999999999,0.39560400000000007,-0.3845759999999999,0.27303599999999983,-3.0,0.0,21.0,9.0,49.0,0,0,0.6624479600333056,1.8033752754215056,-1.1409273153882,False,False,True,False,False,False,True,False,False,False,0
3.8,0.48,0.49,1.62,0.37,0.66,0.4,2.81,0.49,0.53,3.15,0.51,0.86,1.3,2.0,2.0,0,-6.0,1.3523131672597863,0.9795918367346939,0.9245283018867924,0.5142857142857143,0.7254901960784313,0.7674418604651163,0.3076923076923077,0,0,0,1,0.8937599999999999,0.729757,0.39560400000000007,1.38159,0.1640029999999999,-0.985986,4.0,0.0,-12.0,4.0,36.0,0,0,1.8033752754215056,0.4925498957201384,1.3108253797013671,False,True,False,False,False,False,False,False,True,False,1
2.81,0.49,0.53,3.15,0.51,0.86,1.3,3.8,0.48,0.49,1.62,0.37,0.66,0.4,-2.0,-2.0,0,6.0,0.7394736842105264,1.0208333333333333,1.0816326530612246,1.9444444444444442,1.3783783783783785,1.303030303030303,3.25,0,0,0,0,0.729757,0.8937599999999999,1.38159,0.39560400000000007,-0.1640029999999999,0.985986,4.0,-0.0,-12.0,4.0,36.0,0,0,0.4925498957201384,1.8033752754215056,-1.3108253797013671,False,False,False,True,False,False,True,False,False,False,0
3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.54,0.43,0.57,0.31,0.22,0.74,0.2,-5.0,-1.0,10,-3.0,0.6083032490974729,0.9069767441860466,0.7192982456140351,1.032258064516129,0.40909090909090906,0.35135135135135137,2.0,0,0,1,1,0.538863,1.357854,0.007488,0.050468,-0.8189909999999999,-0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,5.013238687109259,9.02420448201611,-4.010965794906851,False,True,False,False,False,False,True,False,False,False,0
3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.54,0.43,0.57,0.31,0.22,0.74,0.2,-5.0,-1.0,10,-3.0,0.6083032490974729,0.9069767441860466,0.7192982456140351,1.032258064516129,0.40909090909090906,0.35135135135135137,2.0,0,0,1,1,0.538863,1.357854,0.007488,0.050468,-0.8189909999999999,-0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,5.013238687109259,9.02420448201611,-4.010965794906851,False,True,False,False,False,False,True,False,False,False,0
3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.54,0.43,0.57,0.31,0.22,0.74,0.2,-5.0,-1.0,10,-3.0,0.6083032490974729,0.9069767441860466,0.7192982456140351,1.032258064516129,0.40909090909090906,0.35135135135135137,2.0,0,0,1,1,0.538863,1.357854,0.007488,0.050468,-0.8189909999999999,-0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,5.013238687109259,9.02420448201611,-4.010965794906851,False,True,False,False,False,False,True,False,False,False,0
3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.54,0.43,0.57,0.31,0.22,0.74,0.2,-5.0,-1.0,10,-3.0,0.6083032490974729,0.9069767441860466,0.7192982456140351,1.032258064516129,0.40909090909090906,0.35135135135135137,2.0,0,0,1,1,0.538863,1.357854,0.007488,0.050468,-0.8189909999999999,-0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,5.013238687109259,9.02420448201611,-4.010965794906851,False,True,False,False,False,False,True,False,False,False,0
5.54,0.43,0.57,0.31,0.22,0.74,0.2,3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.0,1.0,-10,3.0,1.6439169139465875,1.1025641025641024,1.3902439024390243,0.96875,2.1999999999999997,2.846153846153846,0.5,1,0,0,0,1.357854,0.538863,0.050468,0.007488,0.8189909999999999,0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,9.02420448201611,5.013238687109259,4.010965794906851,False,True,False,False,False,False,True,False,False,False,1
5.54,0.43,0.57,0.31,0.22,0.74,0.2,3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.0,1.0,-10,3.0,1.6439169139465875,1.1025641025641024,1.3902439024390243,0.96875,2.1999999999999997,2.846153846153846,0.5,1,0,0,0,1.357854,0.538863,0.050468,0.007488,0.8189909999999999,0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,9.02420448201611,5.013238687109259,4.010965794906851,False,True,False,False,False,False,True,False,False,False,1
5.54,0.43,0.57,0.31,0.22,0.74,0.2,3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.0,1.0,-10,3.0,1.6439169139465875,1.1025641025641024,1.3902439024390243,0.96875,2.1999999999999997,2.846153846153846,0.5,1,0,0,0,1.357854,0.538863,0.050468,0.007488,0.8189909999999999,0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,9.02420448201611,5.013238687109259,4.010965794906851,False,True,False,False,False,False,True,False,False,False,1
5.54,0.43,0.57,0.31,0.22,0.74,0.2,3.37,0.39,0.41,0.32,0.09,0.26,0.4,5.0,1.0,-10,3.0,1.6439169139465875,1.1025641025641024,1.3902439024390243,0.96875,2.1999999999999997,2.846153846153846,0.5,1,0,0,0,1.357854,0.538863,0.050468,0.007488,0.8189909999999999,0.04298,5.0,-50.0,15.0,25.0,9.0,100,0,9.02420448201611,5.013238687109259,4.010965794906851,False,True,False,False,False,False,True,False,False,False,1
3.37,0.39,0.41,0.32,0.09,0.26,0.4,4.26,0.32,0.61,0.0,0.0,0.3,0.0,-6.0,-1.0,10,-3.0,0.7910798122065729,1.21875,0.6721311475409836,3.1999999999999997,0.8999999999999999,0.8666666666666667,4.0,0,0,1,1,0.538863,0.831552,0.007488,0.0,-0.292689,0.007488,6.0,-60.0,18.0,36.0,9.0,100,0,5.013238687109259,8.31552,-3.3022813128907407,False,True,False,False,False,False,True,False,False,False,1
4.26,0.32,0.61,0.0,0.0,0.3,0.0,3.37,0.39,0.41,0.32,0.09,0.26,0.4,6.0,1.0,-10,3.0,1.2640949554896141,0.8205128205128205,1.4878048780487805,0.0,0.0,1.1538461538461537,0.0,1,0,0,0,0.831552,0.538863,0.0,0.007488,0.292689,-0.007488,6.0,-60.0,18.0,36.0,9.0,100,0,8.31552,5.013238687109259,3.3022813128907407,False,True,False,False,False,False,True,False,False,False,0
3.37,0.39,0.41,0.32,0.09,0.26,0.4,3.96,0.47,0.61,0.75,0.26,0.67,0.0,-8.0,-3.0,0,4.0,0.851010101010101,0.8297872340425533,0.6721311475409836,0.4266666666666667,0.34615384615384615,0.3880597014925373,4.0,0,0,0,0,0.538863,1.135332,0.007488,0.13065000000000002,-0.596469,-0.12316200000000002,24.0,-0.0,-32.0,64.0,16.0,0,0,5.013238687109259,4.922315196184695,0.09092349092456331,False,True,False,False,False,False,False,True,False,False,0
3.96,0.47,0.61,0.75,0.26,0.67,0.0,3.37,0.39,0.41,0.32,0.09,0.26,0.4,8.0,3.0,0,-4.0,1.175074183976261,1.205128205128205,1.4878048780487805,2.34375,2.6,2.576923076923077,0.0,1,1,0,1,1.135332,0.538863,0.13065000000000002,0.007488,0.596469,0.12316200000000002,24.0,0.0,-32.0,64.0,16.0,0,0,4.922315196184695,5.013238687109259,-0.09092349092456331,False,False,True,False,False,False,True,False,False,False,1
3.06,0.45,0.5,0.82,0.41,0.51,0.3,1.84,0.32,0.47,1.02,0.75,0.11,0.0,-3.0,0.0,0,-7.0,1.6630434782608696,1.40625,1.0638297872340425,0.8039215686274509,0.5466666666666666,4.636363636363637,2.9999999999999996,0,0,0,1,0.6885,0.276736,0.17146199999999998,0.08415,0.411764,0.08731199999999997,-0.0,-0.0,21.0,9.0,49.0,0,0,2.536266586115184,1.50277491175672,1.033491674358464,False,False,True,False,False,False,False,False,True,False,1
1.84,0.32,0.47,1.02,0.75,0.11,0.0,3.06,0.45,0.5,0.82,0.41,0.51,0.3,3.0,0.0,0,7.0,0.6013071895424836,0.7111111111111111,0.94,1.2439024390243902,1.829268292682927,0.21568627450980393,0.0,1,0,0,0,0.276736,0.6885,0.08415,0.17146199999999998,-0.411764,-0.08731199999999997,0.0,0.0,21.0,9.0,49.0,0,0,1.50277491175672,2.536266586115184,-1.033491674358464,False,False,False,True,False,False,False,True,False,False,0
3.06,0.45,0.5,0.82,0.41,0.51,0.3,3.04,0.37,0.61,3.73,0.37,0.8,0.3,-3.0,-2.0,0,-1.0,1.006578947368421,1.2162162162162162,0.819672131147541,0.2198391420911528,1.1081081081081081,0.6375,1.0,0,0,0,0,0.6885,0.686128,0.17146199999999998,1.10408,0.0023720000000000407,-0.932618,6.0,-0.0,3.0,9.0,1.0,0,0,2.536266586115184,0.5698358913029035,1.9664306948122805,False,False,True,False,False,False,True,False,False,False,0
4.28,0.54,0.58,0.74,0.32,0.81,1.0,3.44,0.56,0.6,1.28,0.48,0.76,0.4,0.0,2.0,0,-3.0,1.244186046511628,0.9642857142857143,0.9666666666666667,0.578125,0.6666666666666667,1.0657894736842106,2.5,0,0,0,1,1.3404960000000001,1.15584,0.19180800000000003,0.46694399999999997,0.18465600000000015,-0.27513599999999994,0.0,0.0,-0.0,0.0,9.0,0,0,4.5937602807325355,2.03871987356776,2.5550404071647757,False,True,False,False,False,False,False,True,False,False,1
3.44,0.56,0.6,1.28,0.48,0.76,0.4,4.28,0.54,0.58,0.74,0.32,0.81,1.0,0.0,-2.0,0,3.0,0.8037383177570093,1.037037037037037,1.0344827586206897,1.7297297297297298,1.5,0.9382716049382716,0.4,0,0,0,0,1.15584,1.3404960000000001,0.46694399999999997,0.19180800000000003,-0.18465600000000015,0.27513599999999994,-0.0,0.0,0.0,0.0,9.0,0,0,2.03871987356776,4.5937602807325355,-2.5550404071647757,False,False,True,False,False,False,True,False,False,False,0
